User,Team #,Rookie Year,Likes Recieved,Likes Given,Topics,Replies,Viewed,Read,Visits,Elo
Deke,0,2013,1,0,0,2,62,693,18,
Joe4,7553,None,0,0,1,0,30,206,18,1674
NicoKlem,5736,2017,0,0,1,0,17,108,18,1623
JAzZiB0i,7905,2019,1,2,5,14,55,386,18,1458
MYorns,7127,2018,0,0,0,0,43,512,18,1603
Piss.cake,4336,2016,0,5,0,1,63,494,18,1601
rjmah,7476,2019,3,0,0,7,58,744,18,1523
Jotu,1918,,0,0,0,0,31,393,18,1745
BrianatBrooklyn,334,2016,4,0,2,2,115,756,18,1545
aarondesuu,2994,2019,0,0,1,1,37,189,18,1574
StealthPanther1,0,,0,1,0,0,34,225,18,
Lopatofsky,1939,2018,0,0,0,0,85,990,18,1634
Stormageddon,7457,2019,0,0,0,0,36,137,18,1685
f.wright,1410,2017,0,0,0,0,37,430,18,1652
andrewtdun,6508,2017,0,0,0,0,51,552,18,1581
frcfastteam,7056,2018,5,0,3,5,43,382,18,1541
jspatz1,1986,2007,0,0,0,0,19,284,18,1769
Conclave,6907,2018,0,1,0,0,27,306,18,1585
Cuog,422,2004,5,0,0,0,25,249,18,1568
Mufuk,7285,2017,0,0,0,0,25,272,18,
Megatronous,1218,,1,3,0,6,127,1559,18,1684
mydude,399,None,2,0,0,1,47,563,18,1518
iwwang,3061,2018,0,0,0,0,67,342,18,1645
buddybu,2903,2013,5,1,0,3,9,166,18,1495
ze_or,2898,2018,2,8,0,2,64,444,18,1511
Kludgy4,4613,2015,0,0,0,0,36,394,18,1707
Nowhere,5635,None,18,0,2,2,91,762,18,1540
JonathanBlasingame,1706,2018,2,31,0,1,26,594,18,1521
BMiller2559,2559,2015,0,1,0,1,101,1522,18,1564
Freeman5234,5234,2014,4,10,0,2,36,691,18,1595
Creed_Watts,5458,,0,0,0,0,43,704,18,1573
jwatkins60643,None,None,0,0,0,0,25,239,18,
johuang50,503,2013,2,0,1,3,33,351,18,1598
XODARAP,2102,2009,4,0,0,2,71,1015,18,1700
SilentWanderer,,2016,0,30,0,0,63,830,18,
_G-money,4212,2012,1,0,0,1,39,462,18,1415
jared1305,1305,None,0,1,0,0,44,447,18,1678
22wangj,4926,None,0,0,0,0,20,189,18,1605
Oslim1999,540,2014,0,0,0,0,24,194,18,1569
AC9123,1072,2019,0,2,0,1,8,198,18,1505
jzwiebel,8,,0,4,0,0,27,153,18,1572
RavenJFelix,6646,2020,53,8,13,66,72,631,18,1605
Plowayy,5892,2017,0,3,0,0,48,356,18,1615
arshadk,2876,,3,0,0,1,39,585,18,1516
GKannel,4207,2012,5,0,0,2,49,1169,18,1553
Byks,694,2017,0,0,0,0,11,179,18,1737
AJDurkman,2974,2017,38,8,2,14,99,1793,18,1759
ProfessorT,4910,2015,0,1,0,1,39,657,18,1747
cseabury,2272,,0,0,0,0,23,164,18,
bbendes,5066,2000,0,0,0,0,73,662,18,1490
VedanshG,1351,2019,0,1,0,0,74,991,18,1482
GeorgePBurdell,0,2005,0,0,0,0,41,815,18,
Wilky,3467,2015,0,0,0,0,119,1845,18,1593
isjustaprankbro,3495,2015,1,6,0,0,55,389,18,1566
Squirrels24,2930,None,2,0,1,1,13,54,18,1730
Aedan,1768,2020,0,0,0,0,89,878,18,1666
mechec905,5406,2015,0,0,0,0,31,257,18,1810
Rob_Colatutto,10092,2001,0,0,0,0,12,92,18,
megsharp,None,None,0,0,0,0,61,800,18,
Sunbun,1197,2007,1,0,0,0,38,891,18,1616
Djames,4103,2014,0,0,0,0,15,125,18,1626
N_gerstweiler,4004,2015,2,0,0,2,82,1231,18,1582
Ndawg102002,1111,2003,0,0,0,0,96,1408,18,1529
Yatogami,6814,2018,0,0,0,0,30,279,18,1527
ElizavetaG,7466,2019,0,0,0,0,26,171,18,1439
kaganunsal,6838,2018,0,0,0,0,25,646,18,1487
diffy97124,2374,None,0,3,0,0,20,401,18,1500
NetArcX,1816,2014,7,1,0,0,20,285,18,1694
sastoller,2122,2008,0,0,0,0,33,303,18,1735
nedc,4810,2017,1,0,0,1,26,259,18,1545
ITA51,51,2019,0,0,0,0,3,6,17,1661
Bladiks,5554,None,2,9,1,5,47,485,17,1565
Sail663,663,2004,1,0,1,1,15,282,17,1560
kcboyle,6098,None,0,0,0,0,5,14,17,1506
Nibio,None,None,84,0,0,239,17,2704,17,
Costa,None,None,1,15,2,1,62,347,17,
qeostiqma,7748,2015,0,0,0,0,43,161,17,1408
Mara1,5672,None,0,0,0,0,44,644,17,1417
dour,3970,2012,0,0,0,0,44,638,17,1570
The_Superstarman,4135,2018,0,1,0,0,40,222,17,1514
snowproblemz,0,,45,5,1,4,23,219,17,
Darwin,6323,2015,0,0,0,0,20,61,17,1503
BrittM,1277,None,0,0,0,0,28,165,17,1621
Alexander6329,6329,2017,0,3,0,0,60,1353,17,1626
liamneidig,7064,2018,0,1,0,1,15,249,17,1478
Partyscribbles,6845,2018,0,0,0,0,79,1051,17,1611
mshapiro,3926,2012,0,0,0,1,22,310,17,1548
techno_11,1322,2015,0,0,1,0,34,174,17,1658
Angry_Toaster_4663,4663,2012,4,0,7,8,25,185,17,1499
naldarn,5257,,1,0,0,6,55,695,17,1482
Shooterbud,4623,2019,0,1,0,0,49,265,17,1577
Dal,612,2018,1,0,0,5,21,182,17,1605
4525FRC,4525,2011,0,0,0,0,65,1179,17,1586
micahsng,2898,2017,0,0,0,0,20,201,17,1511
programming353,353,None,1,0,3,11,37,266,17,1502
Nao411,5683,2014,0,43,0,0,34,591,17,1475
Patterson,810,2018,0,0,1,1,63,401,17,1519
cskane,3484,2011,0,0,0,0,37,222,17,1521
flyfighter1203,2145,2019,0,0,4,6,25,145,17,1567
Buyck07,4741,2013,0,0,0,0,68,1148,17,1468
chezcak,829,,0,1,0,0,44,261,17,1693
ichugh27,2638,2008,0,0,0,0,12,151,17,1649
ma2t,None,None,0,0,0,0,38,291,17,
mstridder,None,2008,4,4,2,5,69,622,17,
AlphaClover,8002,2020,2,0,1,1,42,526,17,
SpaceOddity,6829,,0,0,0,0,56,383,17,1639
vexed_melon,6496,None,0,0,0,0,29,278,17,
FlabioMirelez,7546,2018,0,0,0,0,3,10,17,1454
StevenSecor,0,,0,0,0,0,64,551,17,
robolympians,7030,2018,0,0,0,0,28,291,17,1498
SomeBurger,4761,,0,0,1,1,54,351,17,1536
Ev983,27,2018,0,0,0,0,45,534,17,1736
xDEADBEEF,3539,2015,0,0,0,1,178,1949,17,1589
Ramari16,1164,2012,0,20,0,0,109,1561,17,1511
Cmeylor,8053,2020,1,0,0,3,264,2597,17,
BISS,610,2018,47,5,1,2,66,416,17,1751
JoshuaP,6171,2017,3,9,0,1,36,265,17,1526
marc.514,514,,0,27,0,0,79,785,17,1489
chill,6834,2019,25,8,1,6,110,1040,17,1456
clairechoiii,3476,2018,0,0,0,0,32,161,17,1619
Brickdude48,3158,2016,1,0,0,0,40,240,17,1605
Omar,0,2008,0,0,0,0,177,2227,17,
NotQuiteApex,1720,2018,0,0,1,2,54,213,17,1718
meg,900,2002,0,0,0,1,24,357,17,1453
dar7y,6843,2019,2,0,1,2,39,263,17,1472
cooperbruh,4522,None,0,0,0,0,66,464,17,1620
cneff,1296,2017,0,0,0,0,24,146,17,1608
Gavin_Stevenson,4476,,0,0,0,0,18,157,17,1589
ethanma03,1389,None,0,0,2,1,47,468,17,1487
alison865,865,2019,0,0,0,0,18,141,17,1578
kanno41,1014,2006,0,0,0,0,74,614,17,1493
Ben14,None,None,19,0,0,2,106,1047,17,
SupremeToast,2106,2018,4,5,0,1,187,2773,17,1600
pdrector,4786,2019,0,1,0,0,33,556,17,1607
s3529,6352,2011,18,0,1,2,37,635,17,1563
Bones,3196,None,0,0,0,0,14,113,17,1677
Coach_Pentbots,8396,2020,0,0,0,0,30,191,17,
stickye,6171,,0,0,1,0,43,295,17,1526
Mike_AA,3458,1999,0,0,0,0,63,605,17,1529
EthanM827,4905,2017,1,2,1,7,66,355,17,1602
GarrettF2395,2395,2008,0,0,0,0,35,335,17,1498
marzuq18,4561,,11,0,0,3,71,595,17,1634
BobG,870,2002,0,0,0,0,26,612,17,1772
eage,None,None,1,1,4,3,23,122,17,
Steven_Carmain,2832,2002,123,0,1,2,16,221,17,1582
elmho01,2729,2008,0,0,0,0,37,261,17,1632
glushync,5567,2015,0,0,0,0,26,405,17,1635
schlegels,3003,,0,0,0,0,60,535,17,1645
JackH,498,2016,36,22,0,5,32,343,17,1625
RishiChandna,None,2016,0,6,0,0,70,1311,17,
mkemp,3200,None,0,0,0,0,16,107,17,1508
stephfez,3357,None,0,0,1,1,38,483,17,1696
Benny1421,5690,,1,0,0,1,33,382,17,1548
jamesfow,3998,,0,0,0,0,47,556,17,1605
jlosi,2059,None,0,0,0,0,20,223,17,1597
pjmnc,587,None,8,0,0,1,4,72,17,1596
warherolion,0,2019,0,0,1,1,31,131,17,
StaceyLG,1071,2012,0,33,0,1,31,660,17,1673
2lakepeople,1413,2004,0,0,0,0,75,815,17,1640
Gage_Bailey,1817,2016,0,0,0,0,23,307,17,1631
pranavburugula,6880,2018,0,1,0,0,25,200,17,1550
shreystechtips,948,2016,0,0,0,1,66,883,17,1680
smo202,1683,2017,0,0,0,0,61,1060,17,1641
jvergauwen,237,,4,0,0,2,36,505,17,1646
dlinzy,578,,0,0,0,0,24,253,17,1576
smengle,None,2018,0,1,0,0,77,1285,17,
bhoiem,1619,None,0,0,0,0,48,709,17,1833
Harrison.Smith,0,2013,0,6,0,0,34,703,17,
Kou,2998,,27,2,0,6,41,778,17,1650
cherilynyu,5026,2017,6,0,1,0,22,117,17,1637
Crossle86,4450,2013,0,0,0,0,24,210,17,1554
KfirLevy,5990,2017,3,1,1,0,18,63,17,1551
catta,2122,2017,0,1,0,0,35,516,17,1735
KevinG,3650,1998,40,2,0,11,49,1212,17,1481
Kjaileen,2767,None,0,0,0,0,13,112,17,1813
jenkat744,744,2015,4,23,0,1,39,379,17,1690
alb4h,3862,,0,0,0,0,35,514,17,
ColleenShaver,190,1996,14,0,1,0,24,143,17,1648
dlavery,116,1996,20,0,0,2,43,1086,17,1563
Amanda_Morrison,0,2002,1,0,0,0,20,155,17,
chucklesb,3647,2015,0,0,0,0,17,128,17,1719
Insighted,751,2002,0,4,0,0,42,749,17,1473
mamamia.exe,0,None,1,4,0,0,43,233,17,
RMF,4750,2015,0,0,0,0,18,414,17,1534
rodykon,3339,2014,0,0,0,0,36,388,17,1607
Mikeyd779,4130,2012,0,0,0,0,29,406,17,1608
raskhal96,5933,2016,0,0,0,1,28,220,17,1673
Foureyesamurai,2813,2017,0,0,0,0,34,399,17,1422
Matt5460,5460,2013,0,0,0,0,57,865,17,1871
DenizTanriverdi,None,2021,0,0,0,0,12,115,17,
ND4028,4028,None,1,0,0,0,34,310,17,1672
QuantumPie,4500 Alum,2016,3,1,1,5,8,60,17,
Greenmom,4201,2012,0,0,0,0,11,124,17,1650
nat2102,2102,2019,0,0,0,0,21,225,17,1700
ravinator101,1747,2012,0,1,0,0,29,124,17,1675
shuos,1410,2016,18,76,0,2,109,2396,17,1652
BushTA,173,2002,0,0,0,0,13,122,17,1670
David_Miller,2481,2014,0,0,0,0,25,649,17,1802
Fraud,6934,2018,0,3,0,0,9,52,17,1499
RickMcB6121,6121,2010,0,0,0,0,15,123,17,1632
Picken,2576,2009,0,0,0,0,11,88,17,1629
noaha,687,2017,18,1,0,1,72,1151,17,1646
Herman,0,,0,0,0,0,57,627,17,
Automaton,,2018,2,1,0,5,36,500,17,
dfiel,5401,2019,1,2,1,5,42,574,17,1677
PurpleInk,Free Agent,2006,0,0,0,0,27,288,17,
Travis_Schuh,971,1999,0,0,0,0,11,128,16,1853
Michel_Liao,6941,2018,0,0,0,0,27,347,16,1557
Gart6520Hieu,6520,None,0,3,3,0,36,176,16,1475
freewings,8166 and 7466,2020,1,1,0,1,17,84,16,
ML7412,7412,2019,0,0,0,0,13,85,16,1439
mikeldd,wetreatfeet1,None,0,0,0,0,7,38,16,
ProducerBill,5316,None,0,0,0,0,28,187,16,1529
metal.eagles,6640,2016,0,0,0,0,53,291,16,1543
austin121scott,None,None,2,0,5,35,36,209,16,
Maxwellfire,2877,2010,2,0,0,2,68,764,16,1633
Aurora,7742,2018,1,0,1,0,29,164,16,1380
kittyk4t,3061,,0,1,0,0,51,1075,16,1645
Reis8003,8003,2020,0,0,0,0,27,314,16,
Tutingjun,6394,None,0,0,0,0,83,982,16,
Maybe,5554,2015,0,3,0,0,26,142,16,1565
kdehaan42,2560,2010,0,0,1,0,79,381,16,1523
dansrt,None,None,0,0,0,0,65,1073,16,
dsegesdy,7760,2019,0,0,0,0,34,301,16,1440
WWJ_2619,2619,None,0,0,0,0,35,238,16,1628
CooperWard4499,4499,,0,0,0,1,37,223,16,1682
gwsuter,2439,2008,0,0,0,0,56,600,16,1410
SpaceBird,5013,2019,0,1,0,0,21,103,16,1573
MrM,None,2016,0,0,0,0,18,305,16,
turtleboat,708,2018,1,1,1,2,35,385,16,1590
Matt4004,4004,2017,0,7,0,0,98,2404,16,1582
Darth_Drew,1701,2011,0,6,0,8,37,460,16,1554
RossMN,4229,,1,1,0,0,33,315,16,1449
annljeffery,None,None,0,1,0,0,18,242,16,
Zack.H-3534,3534,2018,0,1,0,0,22,143,16,1627
KrogerBrandRap,None,None,0,4,0,5,39,171,16,
weijianzeng,2601,None,0,0,0,0,28,427,16,1572
Max_Shoustal,1452,None,0,0,0,0,15,135,16,1484
longh1,2265,None,0,0,0,0,21,182,16,1516
Josh_Josh_Josh,1712,2005,0,0,0,0,11,141,16,1678
Jonathon_Houston,5090,2020,0,0,0,0,21,68,16,1465
alexanma,1569,205,0,0,1,0,48,980,16,1532
handym13,7548,None,0,0,0,0,50,430,16,1425
what.the.maheck,4192,2018,0,1,0,0,65,755,16,1568
STarr,1425,2010,1,0,0,2,111,1309,16,1640
57dragbug,4941,None,4,0,1,0,31,186,16,1625
clkinder1,None,None,0,0,1,4,38,363,16,
Onion,1086,None,0,2,0,0,101,1438,16,1503
davispitts3577,3577,2017,0,0,0,0,85,859,16,1437
cosmonautic,1056,2010,0,10,0,0,54,599,16,1535
Coder_03,None,None,1,0,1,2,31,225,16,
naddakat,4003,None,0,0,0,0,1,34,16,1676
cbudrecki,222,2001,2,0,1,4,31,292,16,1712
pmarabeas,7174,2018,1,0,0,1,10,110,16,1464
Dmitriy_hess,3303,2018,1,0,6,5,68,538,16,1506
4201SuperScoutA,4201,2017,0,0,0,0,17,94,16,1650
jafried,4137,,0,0,0,0,5,30,16,
echin,10251,2008,0,0,0,0,11,175,16,
ameils,3128,2017,17,0,1,4,31,153,16,1723
cmc1212,1076,None,0,0,0,1,67,701,16,1610
BBmentor,7692,None,0,0,0,0,9,105,16,1438
Boilerflip,1747,2019,0,0,0,0,30,523,16,1675
RomWar2,mwss471detb,None,0,0,0,0,14,161,16,
KevinRo,4089,1999,430,21,1,20,30,974,16,1562
newtech,8145,None,0,0,0,0,24,374,16,
STEELERz47,6359,2017,0,0,1,3,54,327,16,1504
Yuvchau,4296,2019,0,0,0,0,39,269,16,1605
Goodfolk22,4638,2017,0,12,0,0,52,482,16,1601
username7,,,0,2,1,1,63,560,16,
kswaid,1740,2006,3,0,0,2,147,2294,16,1466
Carter2638,2638,None,0,0,2,11,37,365,16,1649
Ricxylic,5308,2018,0,0,0,0,35,281,16,1463
rlevy,None,None,0,0,0,2,12,95,16,
pmcoburn,4930,2013,1,0,0,5,31,985,16,1642
winonaramhawks,3090,,0,0,4,12,83,528,16,1487
Angelo7137,7137,2018,0,0,0,0,57,644,16,1483
lndjanssen,78,None,0,4,0,0,33,579,16,1841
Tom469,5402,2015,0,0,0,0,49,334,16,1498
YashP,5962,2018,0,0,0,0,16,129,16,1518
Amvince,7688,2019,0,0,0,0,35,439,16,1426
David_Ellers,2451,2016,3,0,0,0,35,650,16,1655
Liamr314,4456,,1,0,1,3,16,101,16,1677
3298Mentor,3298,2010,0,0,0,0,134,1046,16,1477
Tjyoung,2590,2013,0,0,0,0,20,392,16,1662
elboco,4096,2006,2,1,1,3,22,173,16,1550
mbajpai,846,None,0,0,0,0,42,312,16,1729
lil_gremin,5687 ,2018,0,3,0,0,51,644,16,
Team_288,,2005,9,0,2,1,30,251,16,
NYCBobby,395,,0,0,0,0,12,92,16,1469
JeffDS,1786,None,0,0,0,0,23,301,16,1454
Lenny,1218,None,0,0,0,0,45,585,16,1684
kpildner,4946,2017,0,0,0,0,40,1023,16,1663
Copycatmax,5413,2020,3,0,0,1,15,117,16,1595
Pat_McCarthy,67,2003,0,4,0,0,17,279,16,1713
Cyclotron,293,2001,0,0,0,0,38,892,16,1541
ktpigg,7106,2018,0,0,0,0,15,161,16,1468
liri_livne,1690,2019,0,5,0,0,58,1170,16,1822
CFH41,None,2015,0,0,0,0,38,298,16,
arashri20,1318,2017,0,32,0,0,29,559,16,1666
Joshuaaa,1325 | 4015,2013,0,0,0,0,9,107,16,
WiiHaveFun,2834,,0,2,0,0,13,139,16,1747
MatthewWinchell,852,None,1,0,4,8,24,168,16,1517
IlginDmrkr,6838,2017,0,11,0,0,39,256,16,1487
Thorn,2869,2012,0,4,1,2,25,368,16,1477
gtrash,4336,2012,0,0,0,0,75,1153,16,1601
JacksonHamilton,6918,,0,0,2,0,58,346,16,1588
RyanBrown,,2018,13,1,0,11,106,910,16,
AdemAhmetKece,not,None,0,0,0,0,20,97,16,
Sdomeyer,3932,None,0,0,0,0,18,211,16,1624
tobenamed,5190,2016,0,0,0,1,23,242,16,1787
Quazar,4765,2013,0,10,0,0,23,355,16,1456
BimBamBoum,0,None,4,1,1,0,36,384,16,
irmaksuyaris,6838,2017,0,4,0,0,17,320,16,1487
sajsingh2869,2869,None,0,1,0,0,28,176,16,1477
Texasbubb,801,None,0,0,0,0,35,473,16,1448
stong,None,None,0,0,0,0,18,184,16,
krypton1,None,None,0,0,0,0,9,53,16,
Seth_Mallory,192,2003,0,0,0,0,41,545,16,1541
NovaMatrix,2067,2020,0,1,0,1,6,41,16,1641
Dat-Guy,4283,None,0,0,1,1,23,350,16,1440
Alberto_da_vinci,4334,2018,1,0,0,1,10,117,16,1670
karlonpc,2587,2013,4,0,1,1,57,632,16,1552
jaes,2712,None,0,0,0,0,32,287,16,1480
Scottm314,5416,2015,0,0,0,0,14,134,16,
Chris_Fultz,234,1942,52,0,2,3,19,601,16,1758
rdesai,4780,2018,3,15,0,2,39,390,16,1478
kboo4ever,449,2016,0,1,0,0,20,178,16,1611
DF2877,2877,2018,0,1,0,0,60,832,16,1633
abbykuespert,2959,2016,0,0,0,0,47,1022,16,1548
kunalsheth,846,,0,0,0,0,3,7,16,1729
bkeeney,1982,2014,2,0,0,1,30,512,16,1551
Matt1114,1114,2006,0,0,0,0,24,660,16,1865
jimv,294,2016,0,0,0,0,33,236,16,1718
GeorgeH,1825,,0,8,0,0,37,394,16,1572
heydowns,1511,2005,0,0,0,0,12,117,16,1641
hybrid.helix,None,None,17,1,5,3,36,251,16,
Allen_Huang,1868 3928,2015,0,0,0,0,39,413,16,
orel,5987,2019,0,0,0,0,67,544,16,1507
Chi_Meson,2168,2009,0,0,0,0,12,250,16,1779
malverson26,1225,,0,0,0,0,5,29,16,1475
jcrago,6619,None,0,0,0,0,21,213,16,1396
frc6342,6342,None,0,1,1,4,20,153,15,1423
Reuben_B,614,2016,2,1,0,2,74,917,15,1661
YoukaLouka,6897,2018,0,0,0,0,19,66,15,1493
abers0421,7891,2020,3,0,1,1,26,182,15,1465
Eochis,None,2019,0,0,0,0,62,570,15,
mustafamerttunali,7682,2015,0,1,0,2,58,370,15,1462
jeffwitt41,4804,None,0,0,0,0,28,330,15,1450
GooseTea,1391,,0,0,0,0,59,462,15,1638
Osnott,6479,2017,0,3,1,0,30,155,15,1624
brwaterh,1391,,0,9,0,8,38,699,15,1638
allysonbrown,3566,None,0,0,0,0,33,199,15,1593
aFIRSTperson,6508 ,2017,0,0,0,0,9,75,15,
Jamesa47,4761,2014,0,3,0,0,60,849,15,1536
gavinm,4593,2012,6,0,0,1,63,682,15,1602
lucius,7047,2018,0,0,0,0,33,215,15,1500
Sergiopeter2016,6515,2017,0,0,3,0,26,96,15,1410
Amy,puddin11,None,3,1,0,3,32,300,15,
Muna,8355,2020,0,0,0,0,24,223,15,
caden,3534,None,0,3,0,1,96,1586,15,1627
leej17,4011,2017,0,0,0,1,33,260,15,1466
wonjinlee21,1351,2018,0,0,0,0,33,227,15,1482
rmorgan7125,3274,2020,5,0,6,5,27,102,15,1462
bigbillk,3663,2019,0,0,0,0,39,592,15,1668
AZ-2926,2926,None,0,0,0,0,68,456,15,1512
dgavande18,2590,2017,0,0,0,0,26,206,15,1662
Roboter6098,6098,None,0,0,0,0,26,322,15,1506
OwenSlater,7891,None,0,0,0,0,16,138,15,1465
KathyKnight,6186,None,0,0,0,0,22,172,15,1452
king-shak,2910,2016-2017,0,0,0,0,19,232,15,1944
Maze940,None,None,1,0,1,5,20,93,15,
Brianberk,6987,2017,0,0,0,0,21,303,15,1486
splessner,1831,2006,0,0,0,1,50,348,15,1469
GCHWarrior,4661,None,1,0,2,9,29,217,15,1398
20gosha,852,None,0,0,0,0,52,462,15,1517
mb7045,7045,2020,0,0,0,1,125,813,15,1439
will23,3735,None,0,0,0,0,14,113,15,1610
Lars_Signo,2549,2017,0,0,0,0,109,714,15,1614
Team4470,4470,None,0,0,1,4,29,186,15,1482
kmelanco16,6489,2015,0,0,0,1,63,735,15,1506
JSG1111,3146,2016,0,0,0,0,39,543,15,1628
Riley_Blair,5507,2016,1,2,0,2,81,392,15,1667
TimTheGreat,1418,2011,0,3,0,0,73,460,15,1676
cale,131,None,0,0,0,0,104,871,15,1560
BrennanO,5144,None,0,0,1,1,15,128,15,
Jonjo8555,2990,None,0,0,0,0,43,281,15,1805
AshtonDavey,6032,None,0,0,1,1,54,232,15,1599
Noah_16,16,2011,0,32,0,0,24,218,15,1724
mk4043,4043,2013,0,0,1,0,22,219,15,1746
Team_4008,4008,2012,0,1,2,8,35,191,15,1399
RoboLions2199,2199,None,0,0,0,0,32,661,15,1632
KWard,3637,2010,2,0,0,1,64,649,15,1645
mmiller,5162,2015,0,0,0,0,61,1018,15,1411
dowlandaiello,6911,None,0,0,0,0,16,69,15,1502
Prince2716,369,2019,0,0,0,0,40,584,15,
tmacisaac65,4625,,0,0,0,0,15,113,15,1384
GenericP3rson,8405,2022,0,0,0,0,21,96,15,
baxtrax,316,2018,0,1,1,1,30,200,15,1631
wadehas,1258,2004,0,0,0,0,27,150,15,1564
Cybears,6346,2017,0,0,0,2,27,264,15,1442
awong5,5414,None,0,0,0,0,18,167,15,1714
cpdupuis,3786,,2,0,1,3,126,1229,15,1418
nickel,694,2018,0,0,0,0,138,1237,15,1737
team6621,6621,,0,0,0,0,28,595,15,1426
Connor_Macilraith,1678,2018,2,19,0,1,17,216,15,1887
dawilson,6357,2009,0,0,1,3,25,185,15,1485
blondjen,0,,0,0,0,0,17,140,15,
DaveN42,6100,2016,0,0,0,0,15,74,15,1578
Tunik,1690,2019,0,0,1,1,16,62,15,1822
Norah,5937,2015,1,5,0,3,33,850,15,1544
cookc4929,4929,None,0,0,0,0,28,336,15,1531
jrmihalick,6027,2015,0,0,0,0,25,171,15,1550
Jake.meisten,177,None,0,0,0,0,16,62,15,1704
khstech,7154,,0,0,0,0,32,201,15,1580
TravisJWeber,7028,2017,0,0,0,0,31,320,15,1571
rspeidel01,1721,2006,0,0,0,0,80,442,15,1462
Tahsin_Ahmed,694,,0,0,2,4,36,521,15,1737
RoboticsHours,None,None,1,0,1,2,28,427,15,
CarCar,7690,,1,2,0,3,54,326,15,1513
sugras,766,2015,0,0,0,0,9,103,15,1465
M_Klarich_4061,4061,2012,0,25,0,0,45,449,15,1600
Austin_A,None,2015,0,1,0,0,63,672,15,
TheToxicEcho,509,None,0,0,2,3,32,130,15,1641
3667coach,3667,2011,2,0,1,0,22,85,15,1692
flowerwho,968,,0,1,0,2,56,453,15,1518
Arid09,4342,None,0,0,0,0,18,159,15,1630
Rose,3134,2013,0,7,0,1,59,528,15,1443
Bob_Ward,1308,2004,0,0,0,0,37,631,15,1380
jtomanelli,None,None,0,0,1,2,24,229,15,
nedwards28,4980,2013,0,0,0,0,48,619,15,1598
Dr.ice,5885,2018,0,1,0,0,80,906,15,1608
DaRealJuanCena,4451,2018,0,0,0,2,66,855,15,1690
Cr1spyBacon8r,703,2014,1,0,0,3,119,1053,15,1550
Lando_Swipington,2352,2017,3,5,3,6,45,380,15,1541
Nizio,7144,2018,0,3,7,14,36,220,15,1462
AvanFoi,341,2017,0,0,0,0,24,191,15,1598
BlakeMammen,,2013,2,10,0,1,48,934,15,
amsoccerman05,4418,2020,0,0,0,0,48,442,15,1517
Shannon836,836,2011,0,2,0,0,68,949,15,1729
avis1234,4586,None,0,0,0,0,69,366,15,1578
lanna.stars,2386,2010,1,5,2,3,32,326,15,1641
CMarg,41,2017,0,0,0,0,99,575,15,1666
sharper,3134,,0,1,0,0,92,1052,15,1443
niksure,4904,2016,0,0,0,0,21,135,15,1511
grsan,2682,2018,0,0,1,2,62,499,15,1584
Hamsterlord314,5970,2017,1,4,0,2,80,926,15,1491
GarethMorgan,5549,2017/18,0,0,0,0,34,210,15,1451
DLiu,4253,2018,0,1,0,0,4,19,15,1631
MikkyP,4188,None,0,0,0,0,24,213,15,1548
AHaddadian23,1138,2019,0,0,0,0,96,1119,15,1569
cadmaster86,2733,2009,0,3,0,0,21,113,15,1683
ShaharZai1,3388,2015,1,1,0,1,100,687,15,1550
R-Me005,4828,2019,0,0,0,0,26,207,15,1580
Random_Narwhal_Scout,3128,None,0,0,0,0,18,139,15,1723
scott11244,4026,2017,0,0,0,1,49,640,15,1683
21aiyer,1351,None,0,0,0,0,27,370,15,1482
Basegio,5914,2018,1,0,5,7,29,332,15,1562
Vaughn,5199,2014,0,1,0,0,45,341,15,1741
uutzinger,4183,2013,0,1,0,1,17,195,15,1597
JBaker6424,6424,2017,1,0,2,3,21,116,15,1574
JDMilender,4063,2016,0,2,0,1,45,471,15,1608
jtbandes,6418,,0,1,2,3,40,230,15,1605
rishi.k,5124,None,0,0,0,0,38,200,15,1601
Eric4188,4188,2016,0,0,0,0,52,1335,15,1548
ElonTheMusky,610,None,0,0,0,0,26,240,15,1751
jthorne,6933,2018,28,0,2,11,79,1204,15,1520
team6304,6304,2017,0,0,0,0,60,879,15,1570
CoolsDayness,8100,2020,0,2,2,4,44,315,15,
mikhail,3130,2013,0,0,0,0,16,136,15,1606
Mr.Roboto,581,2003,3,2,0,0,21,102,15,1492
poseidonmath,3042,2013,0,1,0,0,24,265,15,1642
alliethegally,3082,2018,0,0,0,0,8,171,15,1533
Pat_Volk,3826,None,0,0,0,0,68,1032,15,1640
MtSteh,1533,2017,0,0,0,0,15,74,15,1631
piersklein,320,2014,9,13,0,3,58,1060,15,
1piemanpie,316,2019,0,2,0,0,19,135,15,1631
Miller2549,2549,2008,2,0,3,4,24,131,15,1614
MrMentorMichael,2992,2012,3,0,0,1,10,134,15,1632
Wormgear,230,2017,0,1,0,0,118,2031,15,1729
John.Antilla,2604,,0,0,0,0,20,168,15,1465
sam_who,2190,,0,0,2,2,40,270,15,1477
Straughz,3859,,0,0,0,0,43,322,15,1602
Nimrod-Gutfreund,1574,2018,0,1,0,0,21,110,15,1580
RoboChica,None,None,0,0,0,0,24,503,15,
D101010,1816,,0,0,0,1,6,132,15,1694
waternav,226,2019,0,34,0,2,45,575,15,1679
rozy7,2910,,0,0,0,0,15,307,15,1944
bEdhEd,701,2009,100,3,2,13,89,584,15,1558
NotASnowman,0,2019,0,4,0,1,52,775,15,
Duncan_M,5746,2017,4,7,0,1,14,145,15,1451
