Team #,Region,Age
6642,FIM,2
6643,Wisconsin,2
6644,California,2
6645,Texas,2
6646,Texas,2
6647,Mexico,2
6648,New York,2
6649,FIM,2
6650,California,2
6651,Illinois,2
6652,Mexico,2
6653,Australia,2
6654,Tennessee,2
6655,Texas,2
6656,Arizona,2
6657,California,2
6658,California,2
6659,California,2
6660,Missouri,2
6662,California,2
6664,Texas,2
6665,California,2
6666,Mexico,2
6667,MAR,2
6668,California,2
6670,Wisconsin,2
6671,Texas,2
6672,Texas,2
6674,Arizona,2
6676,Mexico,2
6677,Mississippi,2
6679,Canada,2
6680,Idaho,2
6682,New Mexico,2
6683,Arizona,2
6684,Texas,2
6685,Florida,2
6686,Florida,2
6688,California,2
6690,NE,2
6691,NE,2
6692,California,2
6693,South Carolina,2
6694,Mexico,2
6695,California,2
6696,PNW,2
6697,Turkey,2
6699,California,2
6700,Canada,2
6701,Canada,2
6702,Mexico,2
6704,Hawaii,2
6705,PCH,2
6706,China,2
6707,Minnesota,2
6708,Mexico,2
6709,Minnesota,2
6711,California,2
6712,PCH,2
6714,PCH,2
6715,PCH,2
6716,PCH,2
6717,Utah,2
6718,California,2
6720,Minnesota,2
6721,IN,2
6722,Florida,2
6723,NE,2
6725,ONT,2
6727,Texas,2
6729,NC,2
6730,Oklahoma,2
6731,NE,2
6732,Wisconsin,2
6736,ISR,2
6738,ISR,2
6739,ISR,2
6740,ISR,2
6741,ISR,2
6742,FIM,2
6743,Florida,2
6744,Missouri,2
6746,New York,2
6748,Arizona,2
6749,Minnesota,2
6750,PCH,2
6751,Texas,2
6753,FIM,2
6754,Texas,2
6755,California,2
6758,Minnesota,2
6762,NE,2
6763,NE,2
6764,California,2
6765,Ohio,2
6766,China,2
6768,Texas,2
6771,China,2
6800,Texas,1
6801,China,1
6802,CHS,1
6803,China,1
6804,California,1
6805,Nebraska,1
6806,New York,1
6807,Wisconsin,1
6808,MAR,1
6809,Oklahoma,1
6810,Louisiana,1
6811,NE,1
6812,NE,1
6813,India,1
6814,California,1
6817,Missouri,1
6818,China,1
6819,Sweden,1
6820,Mexico,1
6821,California,1
6822,California,1
6823,Wisconsin,1
6824,Nevada,1
6825,Nevada,1
6826,Nevada,1
6827,China,1
6829,PCH,1
6830,Texas,1
6831,PNW,1
6832,Mexico,1
6833,Arizona,1
6834,Ohio,1
6836,Australia,1
6837,Mexico,1
6838,Turkey,1
6840,Arkansas,1
6841,Canada,1
6842,PCH,1
6843,Missouri,1
6844,Utah,1
6845,PNW,1
6846,Tennessee,1
6847,Canada,1
6850,Florida,1
6851,Canada,1
6852,FIM,1
6854,ONT,1
6855,Arkansas,1
6856,ONT,1
6858,Kentucky,1
6859,ONT,1
6860,MAR,1
6861,FIM,1
6862,FIM,1
6863,CHS,1
6864,ONT,1
6865,ONT,1
6866,ONT,1
6867,ONT,1
6868,New York,1
6869,Canada,1
6870,New York,1
6871,Arizona,1
6872,Canada,1
6873,New York,1
6874,Turkey,1
6875,ONT,1
6877,FIM,1
6878,ONT,1
6880,New York,1
6881,ONT,1
6882,CHS,1
6883,California,1
6884,California,1
6885,California,1
6886,Missouri,1
6887,PCH,1
6888,NC,1
6889,Iowa,1
6891,Oklahoma,1
6892,New York,1
6893,CHS,1
6894,NC,1
6895,NE,1
6896,Mexico,1
6897,MAR,1
6898,Texas,1
6899,NC,1
6900,Oklahoma,1
6901,Texas,1
6902,Brazil,1
6904,California,1
6905,PCH,1
6906,Illinois,1
6907,China,1
6908,NC,6
6909,Japan,1
6910,PCH,1
6911,New York,1
6912,Minnesota,1
6913,Wisconsin,1
6914,FIM,1
6915,California,1
6916,Ohio,1
6917,ONT,1
6918,California,1
6919,PCH,1
6920,Netherlands,1
6921,MAR,1
6922,Arizona,1
6923,Louisiana,1
6925,PCH,1
6926,California,1
6927,Ohio,1
6928,Tennessee,1
6929,Canada,1
6931,Arizona,1
6932,NC,1
6933,NE,1
6934,California,1
6935,Texas,1
6936,Ohio,1
6937,Tennessee,1
6938,California,1
6940,China,1
6941,China,1
6943,MAR,1
6944,PCH,1
6945,MAR,1
6946,China,1
6947,Chinese Taipei,1
6948,Turkey,1
6949,China,1
6950,Iowa,1
6951,Texas,1
6952,China,1
6953,Canada,1
6954,FIM,1
6955,Chile,1
6956,IN,1
6957,Nevada,1
6958,FIM,1
6959,PNW,1
6960,California,1
6961,South Carolina,1
6962,California,1
6963,FIM,1
6964,Ohio,1
6965,Mexico,1
6967,China,1
6968,Netherlands,1
6969,New York,1
6970,China,1
6971,China,1
6974,New Mexico,1
6975,ONT,1
6976,Missouri,1
6977,ONT,1
6978,ONT,1
6979,Canada,1
6981,California,1
6982,Paraguay,1
6983,Mexico,1
6985,Turkey,1
6986,China,1
6987,ONT,1
6988,Turkey,1
6989,Turkey,1
6990,China,1
6991,China,1
6992,ONT,1
6993,Texas,1
6995,California,1
6996,Australia,1
6997,China,1
6998,Chinese Taipei,1
6999,Turkey,1
7000,China,1
7001,China,1
7002,China,1
7004,New York,7
7006,China,1
7009,China,1
7010,Turkey,1
7013,ONT,1
7016,New York,1
7017,Arizona,1
7018,Mexico,1
7019,Minnesota,1
7020,FIM,1
7021,Wisconsin,1
7022,ONT,1
7023,Australia,1
7024,MAR,1
7025,California,1
7026,Florida,1
7027,New York,1
7028,Minnesota,1
7029,NC,1
7030,New York,1
7031,New York,1
7032,PNW,1
7033,Brazil,1
7034,PNW,1
7035,Turkey,1
7036,New York,1
7037,Mexico,1
7038,Minnesota,1
7039,ISR,1
7040,Mexico,1
7041,Minnesota,1
7042,California,1
7043,Ohio,1
7045,MAR,1
7046,Mexico,1
7047,China,1
7048,North Dakota,1
7050,Turkey,1
7051,California,1
7052,ONT,1
7053,Canada,1
7054,FIM,1
7055,Ohio,1
7056,FIM,1
7057,California,1
7058,ONT,1
7059,Arizona,1
7060,PCH,1
7063,Texas,1
7064,Kansas,1
7065,Alabama,1
7066,Arkansas,1
7067,ISR,1
7068,Minnesota,1
7069,Chinese Taipei,1
7070,Turkey,1
7071,Turkey,1
7072,Alabama,1
7073,FIM,1
7074,Australia,1
7075,Arkansas,1
7076,PCH,1
7077,Nevada,1
7078,China,1
7079,ISR,1
7080,China,1
7081,China,1
7083,ISR,1
7084,FIM,1
7085,South Carolina,1
7086,Turkey,1
7088,Texas,1
7091,Texas,1
7093,Texas,1
7094,Mississippi,1
7095,China,1
7096,California,1
7097,South Carolina,1
7101,FIM,1
7102,Mexico,1
7103,Wisconsin,1
7104,PCH,1
7106,Arkansas,1
7107,Florida,1
7108,Turkey,1
7109,FIM,1
7110,MAR,1
7111,Alabama,1
7112,ISR,1
7113,Australia,1
7115,Texas,1
7116,Canada,1
7117,Missouri,1
7118,PNW,1
7119,Texas,1
7120,Texas,1
7121,Texas,1
7122,Iowa,1
7123,Arkansas,1
7124,Australia,1
7125,Texas,1
7126,NE,1
7127,NE,1
7128,Australia,1
7129,Australia,1
7130,Chinese Taipei,1
7133,NE,1
7134,Turkey,1
7135,Canada,1
7136,ONT,1
7137,California,1
7138,Texas,1
7140,Turkey,1
7141,Iowa,1
7142,Iowa,1
7143,FIM,1
7144,FIM,1
7145,FIM,1
7146,China,1
7147,FIM,1
7148,China,1
7149,China,1
7150,FIM,1
7151,Utah,1
7152,Florida,1
7153,NE,1
7154,FIM,1
7155,FIM,1
7156,FIM,1
7157,California,1
7158,Canada,1
7159,Canada,1
7160,FIM,1
7161,Mexico,1
7162,Canada,1
7163,Australia,1
7164,NE,1
7165,Ohio,1
7166,FIM,1
7167,Canada,1
7168,FIM,1
7169,Canada,1
7170,Canada,1
7171,FIM,1
7172,FIM,1
7173,Canada,1
7174,FIM,1
7175,FIM,1
7176,ONT,1
7177,ISR,1
7178,FIM,1
7179,Texas,1
7180,Minnesota,1
7181,Alabama,1
7182,Alabama,1
7183,Nevada,1
7184,China,1
7185,California,1
7187,FIM,1
7188,FIM,1
7189,Canada,1
7190,Canada,1
7191,FIM,1
7192,FIM,1
7193,Florida,1
7194,Florida,1
7195,FIM,1
7196,FIM,1
7197,FIM,1
7198,IN,1
7199,Canada,1
7200,ONT,1
7201,Croatia,1
7202,FIM,1
7203,FIM,1
7204,PNW,1
7205,Canada,1
7206,FIM,1
7208,FIM,1
7209,FIM,1
7210,FIM,1
7211,FIM,1
7212,NE,1
7213,FIM,1
7214,Arizona,1
7215,Florida,1
7216,Florida,1
7217,Mexico,1
7218,FIM,1
7219,FIM,1
7220,FIM,1
7221,FIM,1
7222,FIM,1
7223,FIM,1
7224,FIM,1
7225,FIM,1
7226,FIM,1
7227,Turkey,1
7228,Turkey,1
7229,California,1
7230,California,1
7231,Dominican Republic,1
7232,FIM,1
7234,FIM,1
7235,Minnesota,1
7237,Illinois,1
7238,China,1
7239,Norway,1
7240,NE,1
7242,China,1
7243,Colorado,1
7244,FIM,1
7245,California,1
7246,Canada,1
7247,FIM,1
7248,FIM,1
7249,California,1
7250,FIM,1
7251,New York,1
7254,FIM,1
7255,Missouri,1
7256,FIM,1
7257,Minnesota,1
7258,Minnesota,1
7259,NE,1
7260,Arkansas,1
7262,Canada,1
7263,Arkansas,1
7264,Texas,1
7265,NC,1
7266,NE,1
7267,ONT,1
7268,New York,1
7269,NE,1
7270,NC,1
7271,New Mexico,1
7272,New York,1
7273,Minnesota,1
7274,Pennsylvania,1
7275,Louisiana,1
7277,Canada,1
7278,Australia,1
7279,China,1
7280,China,1
7281,China,1
7282,China,1
7283,China,1
7284,China,1
7286,ISR,1
7287,Canada,1
7288,Louisiana,1
7289,FIM,1
7290,Turkey,1
7291,Turkey,1
7292,Turkey,1
7293,Turkey,1
7294,Turkey,1
7295,Turkey,1
7296,Turkey,1
7297,Turkey,1
7298,Turkey,1
7299,Mexico,1
7301,Idaho,1
7302,ISR,1
7303,Texas,1
7305,NC,1
7306,NE,1
7308,California,1
7309,Iowa,1
7311,Minnesota,1
7312,Texas,1
7313,Tennessee,1
7314,NE,1
7315,PCH,1
7316,Louisiana,1
7317,California,1
7318,New York,1
7319,Texas,1
7321,Texas,1
7322,California,1
7323,California,1
7324,California,1
7325,Mississippi,1
7326,California,1
7327,California,1
7329,ONT,1
7330,CHS,1
7331,Louisiana,1
